appid,name,release_date,categories,genres,steamspy_tags,positive_ratings,negative_ratings,median_playtime,reclassified_genre,game_type
275470,Chip,2014-04-25,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Indie;Puzzle;Strategy,932,167,432,Strategy,Singleplayer
275490,Canyon Capers,2014-04-25,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Platformer,838,1066,229,Casual,Singleplayer
280140,Millennium - A New Hope,2014-04-25,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;RPGMaker,231,77,277,RPG,Singleplayer
283660,Rabbit Hole 3D: Steam Edition,2014-04-25,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,199,118,240,Action,Singleplayer
286340,FarSky,2014-04-25,Single-player,Adventure;Indie,Survival;Open World;Underwater,2571,1008,206,Adventure,Singleplayer
288750,Hotel Collectors Edition,2014-04-25,Single-player,Adventure;Indie,Adventure;Indie;Point & Click,7,18,0,Adventure,Singleplayer
296240,The Promised Land,2014-04-25,Single-player;Steam Trading Cards,Adventure;Casual;Strategy,Casual;Strategy;Adventure,449,86,0,Adventure,Singleplayer
207230,ArcheBlade™,2014-04-25,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Anime;Action,5642,2086,101,Action,Multiplayer
236430,DARK SOULS™ II,2014-04-25,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support,Action;RPG,RPG;Dark Fantasy;Difficult,30008,3799,3041,RPG,Multiplayer
291070,Slip,2014-04-28,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie,Indie;Action;Platformer,90,19,0,Action,Singleplayer
280930,Battlepillars Gold Edition,2014-04-28,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Strategy,Strategy;Action;Indie,252,38,22,Action,Multiplayer
230840,Daylight,2014-04-29,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Action;Adventure;Casual;Indie,Horror;Adventure;Indie,760,767,184,Adventure,Singleplayer
256290,Child of Light,2014-04-29,Single-player;Shared/Split Screen;Partial Controller Support,RPG,RPG;Fantasy;Great Soundtrack,9980,747,818,RPG,Singleplayer
281240,Adventure Chronicles: The Search For Lost Treasure,2014-04-29,Single-player,Adventure,Adventure;Hidden Object;Point & Click,42,22,0,Adventure,Singleplayer
294390,Escape The Lost Kingdom: The Forgotten Pharaoh,2014-04-29,Single-player,Adventure,Adventure;Hidden Object;Point & Click,35,34,0,Adventure,Singleplayer
296220,Farm Frenzy 4,2014-04-29,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Strategy,Casual;Agriculture;Strategy,228,57,0,Strategy,Singleplayer
298020,Escape The Museum,2014-04-29,Single-player,Adventure,Adventure;Hidden Object;Point & Click,17,25,0,Adventure,Singleplayer
250640,Croixleur Sigma,2014-04-30,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Anime;Action;Hack and Slash,268,62,416,Action,Singleplayer
279500,Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,2014-04-30,Single-player;Steam Achievements,Adventure,Adventure;Point & Click,43,25,0,Adventure,Singleplayer
281220,BloodRayne Betrayal,2014-04-30,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Hack and Slash;Female Protagonist,459,276,417,Action,Singleplayer
288500,Black Rainbow,2014-04-30,Single-player,Adventure;Indie,Adventure;Indie;Point & Click,22,12,0,Adventure,Singleplayer
289890,"7,62 High Calibre",2014-04-30,Single-player;Steam Trading Cards;Steam Cloud,RPG;Simulation;Strategy,Strategy;RPG;Simulation,218,63,277,Simulation,Singleplayer
296210,Brigade E5: New Jagged Union,2014-04-30,Single-player;Steam Cloud,Simulation;Strategy,Strategy;Simulation;Tactical,42,21,0,Simulation,Singleplayer
227780,Serious Sam Classics: Revolution,2014-04-30,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Early Access,Early Access;Action;FPS,1339,165,34,Action,Multiplayer
264220,Mr. Bree+,2014-05-01,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie,Indie;Adventure;Action,192,28,0,Adventure,Singleplayer
266050,Into the Dark: Ultimate Trash Edition,2014-05-01,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,89,113,367,Adventure,Singleplayer
280720,Imagine Earth,2014-05-01,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Simulation,224,56,0,Simulation,Singleplayer
284970,Project Root,2014-05-01,Single-player;Steam Achievements,Action;Indie,Action;Indie;Shoot 'Em Up,53,49,0,Action,Singleplayer
287100,Chaos Domain,2014-05-01,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Platformer,243,557,219,Action,Singleplayer
290320,Project Temporality,2014-05-01,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Adventure;Action,73,16,55,Adventure,Singleplayer
292240,"Spy Fox 2 ""Some Assembly Required""",2014-05-01,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,87,5,0,Adventure,Singleplayer
292780,Pajama Sam 2: Thunder And Lightning Aren't So Frightening,2014-05-01,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,121,4,0,Adventure,Singleplayer
293680,Cinders,2014-05-01,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;RPG,Visual Novel;Female Protagonist;Indie,571,69,0,Indie,Singleplayer
294530,Freddi Fish 2: The Case of the Haunted Schoolhouse,2014-05-01,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Family Friendly,124,4,0,Adventure,Singleplayer
294580,Freddi Fish and Luther's Water Worries,2014-05-01,Single-player;Steam Cloud,Adventure;Casual,Casual;Adventure;Family Friendly,24,6,0,Adventure,Singleplayer
294710,Putt-Putt® and Pep's Dog on a Stick,2014-05-01,Single-player;Steam Cloud,Adventure;Casual,Casual;Adventure;Family Friendly,30,2,0,Adventure,Singleplayer
242720,GunZ 2: The Second Duel,2014-05-01,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Captions available,Action;Free to Play;Indie,Free to Play;Action;Multiplayer,6865,3424,254,Action,Multiplayer
263700,Muffin Knight,2014-05-01,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Partial Controller Support;Steam Leaderboards,Action;Adventure;Casual;Indie,Indie;Action;Adventure,293,89,5,Adventure,Multiplayer
274880,Jet Car Stunts,2014-05-01,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Racing;Sports,Racing;Indie;Sports,94,46,0,Sports,Multiplayer
283100,Colonies Online,2014-05-01,Multi-player;MMO,Action;Indie;Massively Multiplayer;RPG;Early Access,Early Access;Massively Multiplayer;Action,75,194,89,Action,Multiplayer
294770,Haegemonia: Legions of Iron,2014-05-01,Single-player;Multi-player,Action;Indie;Strategy,Strategy;Space;Action,25,20,0,Action,Multiplayer
294790,Haegemonia: The Solon Heritage,2014-05-01,Single-player;Multi-player,Action;Indie;Strategy,Strategy;Indie;Action,42,25,0,Action,Multiplayer
277500,Farming World,2014-05-02,Single-player;Steam Trading Cards,Casual;Indie;Simulation,Simulation;Agriculture;Casual,97,153,334,Simulation,Singleplayer
283350,Eurofighter Typhoon,2014-05-02,Single-player,Action,Action;Flight;Simulation,46,148,0,Action,Singleplayer
285350,Kingdom Elemental,2014-05-02,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Strategy,Strategy;Indie,12,11,0,Strategy,Singleplayer
291130,Akane the Kunoichi,2014-05-02,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie,Anime;Platformer;Action,326,357,86,Action,Singleplayer
295870,The Dungeoning,2014-05-02,Single-player;Steam Achievements;Full controller support,Action;Indie;RPG,RPG;Indie;Action,52,20,0,RPG,Singleplayer
242880,"Sir, You Are Being Hunted",2014-05-02,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support;Stats,Action;Indie,Survival;Stealth;Robots,2760,743,120,Action,Multiplayer
291050,Planet Stronghold,2014-05-05,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG;Strategy,Visual Novel;RPG;Indie,46,32,0,RPG,Singleplayer
294650,Putt-Putt® Goes to the Moon,2014-05-05,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,88,8,0,Adventure,Singleplayer
297210,Famaze,2014-05-05,Single-player,Casual;Free to Play;Indie;RPG;Strategy,RPG;Free to Play;Rogue-like,277,75,15,RPG,Singleplayer
298180,The Desolate Hope,2014-05-05,Single-player,Action;Adventure;Indie;RPG,RPG;Free to Play;Adventure,752,69,31751,Adventure,Singleplayer
358200,Math Rescue,2014-05-05,Single-player;Partial Controller Support,Adventure,Adventure;Education;Platformer,29,8,0,Adventure,Singleplayer
358210,Monster Bash,2014-05-05,Single-player;Partial Controller Support,Action,Action;1990's;Platformer,27,4,0,Action,Singleplayer
358220,Mystic Towers,2014-05-05,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Retro,17,5,0,Adventure,Singleplayer
358230,Paganitzu,2014-05-05,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Puzzle,16,9,0,Adventure,Singleplayer
358250,Cosmo's Cosmic Adventure,2014-05-05,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,52,9,0,Adventure,Singleplayer
358260,Crystal Caves,2014-05-05,Single-player;Partial Controller Support,Action,Action;Classic;Platformer,45,12,0,Action,Singleplayer
358270,Death Rally (Classic),2014-05-05,Single-player;Partial Controller Support,Racing,Racing;Classic;Retro,118,16,22,Racing,Singleplayer
358290,Hocus Pocus,2014-05-05,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,60,10,14,Adventure,Singleplayer
358300,Major Stryker,2014-05-05,Single-player;Partial Controller Support,Action,Action;Shoot 'Em Up;Classic,13,5,0,Action,Singleplayer
358320,Realms of Chaos,2014-05-05,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,19,6,0,Adventure,Singleplayer
358340,Word Rescue,2014-05-05,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Education,22,13,12,Adventure,Singleplayer
358350,Secret Agent,2014-05-05,Single-player;Partial Controller Support,Action,Action;Platformer;Classic,43,7,0,Action,Singleplayer
358360,Raptor: Call of the Shadows (1994 Classic Edition),2014-05-05,Single-player;Partial Controller Support,Action,Action;Shoot 'Em Up;Classic,71,9,1,Action,Singleplayer
358370,Terminal Velocity,2014-05-05,Single-player;Partial Controller Support,Action,Action;1990's;Shooter,42,3,0,Action,Singleplayer
358390,Stargunner,2014-05-05,Single-player;Partial Controller Support,Action;Free to Play,Action;Free to Play;Shoot 'Em Up,55,9,13,Action,Singleplayer
358410,Rise of the Triad: Dark War,2014-05-05,Single-player;Partial Controller Support,Action,Action;FPS;Classic,40,4,3,Action,Singleplayer
264060,Full Bore,2014-05-06,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Indie;Adventure;Puzzle,154,28,0,Adventure,Singleplayer
268540,The Whispered World Special Edition,2014-05-06,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,Adventure;Indie,Adventure;Point & Click;Indie,777,267,148,Adventure,Singleplayer
286100,You Have to Win the Game,2014-05-06,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Indie,Free to Play;Retro;Platformer,5005,388,114,Action,Singleplayer
295730,Sweezy Gunner,2014-05-06,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie;Bullet Hell,184,37,183,Action,Singleplayer
299070,Warrior Kings: Battles,2014-05-06,Single-player,Strategy,Strategy;RTS;Fantasy,106,9,0,Strategy,Singleplayer
299100,Back To Life 2,2014-05-06,Single-player,Indie,Indie,1,5,0,Indie,Singleplayer
225600,Blade Symphony,2014-05-07,Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Partial Controller Support;Steam Cloud;Stats;Includes level editor;Includes Source SDK,Action;Indie,Fighting;Action;Multiplayer,3129,1537,370,Action,Multiplayer
273600,Descent: FreeSpace – The Great War,2014-05-07,Single-player;Multi-player;Includes level editor,Action,Action;Space;Simulation,123,30,0,Action,Multiplayer
292760,Rise of Prussia Gold,2014-05-07,Single-player;Multi-player,Strategy,Strategy;Historical;Wargame,18,6,71,Strategy,Multiplayer
243930,Bound By Flame,2014-05-08,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,RPG;Action;Fantasy,1843,943,731,RPG,Singleplayer
251630,The Impossible Game,2014-05-08,Single-player;Steam Achievements;Full controller support;Steam Cloud;Includes level editor,Indie,Indie;Great Soundtrack;Difficult,919,155,0,Indie,Singleplayer
261510,Tesla Effect: A Tex Murphy Adventure,2014-05-08,Single-player,Adventure;Indie,Adventure;FMV;Detective,865,121,82,Adventure,Singleplayer
286440,Rover Rescue,2014-05-08,Single-player,Action;Indie;Strategy,Indie;Strategy;Action,33,56,0,Action,Singleplayer
290970,1849,2014-05-08,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Simulation;Strategy,Strategy;Simulation;Indie,199,84,0,Simulation,Singleplayer
295930,Swipecart,2014-05-08,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards;Includes level editor,Casual;Indie;Racing,Indie;Racing;Casual,252,301,198,Racing,Singleplayer
299110,Theatre Of The Absurd,2014-05-08,Single-player,Adventure,Adventure;Hidden Object;Point & Click,143,34,0,Adventure,Singleplayer
299150,Empress Of The Deep,2014-05-08,Single-player,Adventure,Adventure;Hidden Object;Point & Click,67,32,0,Adventure,Singleplayer
299160,Empress Of The Deep 2: Song Of The Blue Whale,2014-05-08,Single-player,Adventure,Adventure;Hidden Object;Casual,53,12,0,Adventure,Singleplayer
225280,Full Mojo Rampage,2014-05-08,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Action;RPG;Rogue-like,971,167,390,RPG,Multiplayer
266840,Age of Mythology: Extended Edition,2014-05-08,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Simulation;Strategy,Strategy;RTS;Mythology,9336,1577,859,Strategy,Multiplayer
296180,Iron Storm,2014-05-08,Single-player;Multi-player,Action;Adventure;Indie,Action;Adventure;Indie,46,23,0,Adventure,Multiplayer
266490,Lili: Child of Geos - Complete Edition,2014-05-09,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Adventure;Indie;RPG,Adventure;Female Protagonist;Indie,795,116,0,Adventure,Singleplayer
296530,Coldfire Keep,2014-05-09,Single-player,RPG,RPG;Dungeon Crawler;First-Person,37,61,0,RPG,Singleplayer
296850,Al Emmo and the Lost Dutchman's Mine,2014-05-09,Single-player;Steam Achievements;Steam Trading Cards;Stats,Adventure;Indie,Adventure;Indie;Point & Click,32,22,0,Adventure,Singleplayer
297020,The Culling Of The Cows,2014-05-09,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;Strategy,Indie;Casual;Action,2400,837,235,Action,Singleplayer
244410,Supreme Ruler 1936,2014-05-09,Single-player;Multi-player;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;Indie;Grand Strategy,169,61,0,Strategy,Multiplayer
252690,Fantasy Grounds,2014-05-09,Multi-player;Co-op;Cross-Platform Multiplayer,Indie;RPG;Strategy,RPG;Strategy;Software,377,100,86148,RPG,Multiplayer
265630,Fistful of Frags,2014-05-09,Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Stats;Steam Leaderboards;Includes level editor;Includes Source SDK,Action;Free to Play;Indie,Free to Play;Multiplayer;FPS,23803,2399,86,Action,Multiplayer
260160,The Last Tinker™: City of Colors,2014-05-12,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Action,496,110,0,Adventure,Singleplayer
269330,Chronology,2014-05-12,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Platformer,412,59,192,Adventure,Singleplayer
285420,Deadly Sin 2,2014-05-12,Single-player,Casual;RPG,RPG;RPGMaker;Casual,72,9,0,RPG,Singleplayer
287200,Wildlife Park 3,2014-05-12,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Casual;Indie;Simulation;Strategy,Simulation;Strategy;Casual,192,178,0,Strategy,Singleplayer
293320,Coma: Mortuary,2014-05-12,Single-player;Steam Trading Cards,Adventure;Indie,Horror;Indie;Adventure,480,415,254,Adventure,Singleplayer
237970,Memento Mori 2,2014-05-13,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,56,22,0,Adventure,Singleplayer
278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,2014-05-13,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action,Hack and Slash;Action;Historical,4596,1091,356,Action,Singleplayer
296930,Ascendant,2014-05-13,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Adventure;Indie;RPG,Indie;Platformer;Action,146,40,285,Action,Singleplayer
227060,Hegemony Rome: The Rise of Caesar,2014-05-15,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Indie;RPG;Simulation;Strategy,Strategy;Indie;Simulation,235,154,0,Simulation,Singleplayer
252550,Qbeh-1: The Atlas Cube,2014-05-15,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Adventure;Casual;Indie,Puzzle;Indie;Casual,515,67,0,Casual,Singleplayer
269790,DreadOut,2014-05-15,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Horror;Indie;Adventure,2431,784,180,Adventure,Singleplayer
282100,Fearless Fantasy,2014-05-15,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie;RPG,RPG;Indie;Action,388,100,854,RPG,Singleplayer
284790,Nightmares from the Deep 2: The Siren`s Call,2014-05-15,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,561,24,0,Adventure,Singleplayer
288690,Sudokuball Detective,2014-05-15,Single-player,Casual,Casual;Puzzle,5,13,0,Casual,Singleplayer
292260,"Spy Fox 3 ""Operation Ozone""",2014-05-15,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,58,11,0,Adventure,Singleplayer
294540,Freddi Fish 3: The Case of the Stolen Conch Shell,2014-05-15,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,117,8,0,Adventure,Singleplayer
294670,Putt-Putt® Travels Through Time,2014-05-15,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Masterpiece,132,14,0,Adventure,Singleplayer
294720,Putt-Putt® and Fatty Bear's Activity Pack,2014-05-15,Single-player;Steam Cloud,Casual,Casual;Family Friendly;Point & Click,46,9,0,Casual,Singleplayer
298140,Rhiannon: Curse of the Four Branches,2014-05-15,Single-player,Adventure;Indie,Adventure;Indie;Point & Click,61,32,0,Adventure,Singleplayer
299170,Vault Cracker,2014-05-15,Single-player,Adventure,Adventure;Hidden Object;Point & Click,12,19,0,Adventure,Singleplayer
299180,Millionaire Manor,2014-05-15,Single-player,Adventure,Adventure;Hidden Object;Puzzle,39,34,0,Adventure,Singleplayer
300910,Monster Challenge Circus,2014-05-15,Single-player,Action,Action,6,22,0,Action,Singleplayer
238460,BattleBlock Theater®,2014-05-15,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Casual;Indie,Comedy;Co-op;Platformer,47342,1290,289,Action,Multiplayer
244450,Men of War: Assault Squad 2,2014-05-15,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Simulation;Strategy,Strategy;World War II;War,11389,2025,6473,Strategy,Multiplayer
268520,Orc Attack: Flatulent Rebellion,2014-05-15,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,29,32,0,Adventure,Multiplayer
277510,Shiny The Firefly,2014-05-16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie,Indie;Action;Adventure,53,42,0,Adventure,Singleplayer
279520,Rage Runner,2014-05-16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Stats;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Racing;Simulation,Racing;Action;Indie,25,21,0,Racing,Singleplayer
284930,Speed Kills,2014-05-16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Racing,Racing;Action;Indie,188,186,323,Racing,Singleplayer
290460,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,2014-05-16,Single-player;Full controller support;Steam Cloud,Casual;RPG,RPG;Casual;RPGMaker,27,21,0,RPG,Singleplayer
290990,Flower Shop: Summer In Fairbrook,2014-05-16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual;Indie;Simulation,Visual Novel;Simulation;Indie,79,35,0,Simulation,Singleplayer
292570,Chompy Chomp Chomp,2014-05-16,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Indie;Action;Local Co-Op,359,164,232,Action,Singleplayer
293880,Dark Scavenger,2014-05-16,Single-player;Steam Trading Cards,Adventure;Casual;Indie;RPG,RPG;Indie;Adventure,167,26,295,Adventure,Singleplayer
300510,Them - The Summoning,2014-05-16,Single-player,Casual,Casual;Hidden Object;Point & Click,11,31,0,Casual,Singleplayer
300540,Sweet Lily Dreams,2014-05-16,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,58,62,40,Adventure,Singleplayer
301150,The Treasures of Montezuma 4,2014-05-16,Single-player;Steam Achievements;Steam Trading Cards;Commentary available,Adventure;Casual;Indie,Casual;Match 3;Indie,318,58,0,Casual,Singleplayer
301190,Frederic: Resurrection of Music,2014-05-16,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Music,715,127,311,Casual,Singleplayer
301750,RADical ROACH Remastered,2014-05-16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie;Simulation;Strategy,Indie;Action;Casual,541,491,357,Action,Singleplayer
248570,Toribash,2014-05-16,Single-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Includes level editor,Action;Free to Play;Indie;Strategy,Free to Play;Fighting;Multiplayer,11143,1563,42,Action,Multiplayer
282800,100% Orange Juice,2014-05-16,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Indie;Strategy,Anime;Board Game;Cute,10605,794,1843,Indie,Multiplayer
292420,Panzer Elite Action Gold Edition,2014-05-16,Single-player;Multi-player,Action;Simulation,Simulation;Action;Tanks,49,47,0,Action,Multiplayer
201810,Wolfenstein: The New Order,2014-05-19,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,FPS;Action;Shooter,26727,3011,630,Action,Singleplayer
266030,DRAKERZ-Confrontation,2014-05-19,Single-player;Multi-player,Free to Play;Indie;Strategy,Free to Play;Strategy;Card Game,130,125,12,Strategy,Multiplayer
290040,Retro Game Crunch,2014-05-19,Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,259,60,137,Adventure,Multiplayer
237930,Transistor,2014-05-20,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG,Great Soundtrack;Female Protagonist;Indie,22158,1162,352,Indie,Singleplayer
279540,Pretentious Game,2014-05-20,Single-player,Casual;Indie,Indie;Casual;Platformer,220,61,27,Casual,Singleplayer
284390,The Last Door - Collector's Edition,2014-05-20,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Indie,Pixel Graphics;Point & Click;Horror,1284,72,39,Adventure,Singleplayer
295250,Stranded,2014-05-20,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Point & Click,124,270,0,Adventure,Singleplayer
239430,Q.U.B.E: Director's Cut,2014-05-21,Single-player;Steam Achievements;VR Support;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Puzzle;Indie;First-Person,1194,217,76,Indie,Singleplayer
255390,Max: The Curse of Brotherhood,2014-05-21,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure,Adventure;Platformer;Puzzle,968,53,0,Adventure,Singleplayer
262410,World of Guns: Gun Disassembly,2014-05-21,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases,Free to Play;Indie;Simulation,Free to Play;Simulation;Shooter,11178,2300,43,Simulation,Singleplayer
263760,Turbo Dismount™,2014-05-21,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Simulation,Funny;Simulation;Physics,3800,346,391,Simulation,Singleplayer
274310,Always Sometimes Monsters,2014-05-21,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPGMaker;Indie;RPG,1684,550,426,RPG,Singleplayer
285310,RollerCoaster Tycoon®: Deluxe,2014-05-21,Single-player,Simulation;Strategy,Simulation;Management;Classic,3049,226,346,Simulation,Singleplayer
285330,RollerCoaster Tycoon® 2: Triple Thrill Pack,2014-05-21,Single-player,Simulation;Strategy,Simulation;Management;Classic,2086,336,262,Simulation,Singleplayer
291910,Firefighters 2014,2014-05-21,Single-player;Steam Achievements,Action;Simulation,Simulation;Action;First-Person,245,204,0,Action,Singleplayer
295610,Inescapable,2014-05-21,Single-player;Full controller support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Action,47,71,0,Adventure,Singleplayer
300220,Victim of Xen,2014-05-21,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;RPG,RPGMaker;RPG;Adventure,265,163,308,Adventure,Singleplayer
