appid,name,release_date,categories,genres,steamspy_tags,positive_ratings,negative_ratings,median_playtime,appid
315830,Daedalus - No Escape,2014-10-28,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Includes level editor,Action;Indie,Action;Indie;Multiplayer,98,18,0,315830
326990,Deep Eclipse: New Space Odyssey,2014-10-28,Single-player,Action;Indie,Action;Indie;Space,20,19,1,326990
329830,The Moon Sliver,2014-10-28,Single-player;Steam Trading Cards,Adventure,Walking Simulator;Adventure;Psychological Horror,589,218,0,329830
284050,Sanitarium,2014-10-29,Single-player;Steam Achievements;Steam Cloud,Adventure,Adventure;Point & Click;Horror,319,17,0,284050
329320,QbQbQb,2014-10-29,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,88,11,0,329320
330520,Tail Drift,2014-10-29,Single-player;Partial Controller Support,Indie;Racing;Sports;Early Access,Early Access;Sports;Indie,8,7,0,330520
264300,Guns n Zombies,2014-10-30,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG,Action;Zombies;RPG,668,283,101,264300
270490,The Forest of Doom (Standalone),2014-10-30,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Choose Your Own Adventure,187,44,52,270490
297110,Cosmic DJ,2014-10-30,Single-player,Casual;Indie,Casual;Indie;Music,920,127,0,297110
313160,Farming Simulator 15,2014-10-30,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Simulation,Simulation;Multiplayer;Open World,10219,1066,2660,313160
315110,Woah Dave!,2014-10-30,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Multiplayer,77,23,126,315110
320670,Season Match 3 - Curse of the Witch Crow,2014-10-30,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual,Casual;Adventure;Match 3,74,21,0,320670
321800,Icewind Dale: Enhanced Edition,2014-10-30,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Adventure;RPG;Strategy,RPG;Fantasy;Adventure,710,123,202,321800
327440,Hail to the King: Deathbat,2014-10-30,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG,Adventure;Action;RPG,147,35,0,327440
328900,B-17 Flying Fortress: The Mighty 8th,2014-10-30,Single-player,Simulation,Simulation;Flight;World War II,37,10,0,328900
328920,F-117A Nighthawk Stealth Fighter 2.0,2014-10-30,Single-player,Simulation,Simulation;Flight;Classic,56,13,0,328920
328930,Fleet Defender: The F-14 Tomcat Simulation,2014-10-30,Single-player,Simulation,Simulation;Flight;Classic,16,2,0,328930
308270,Buzz Aldrin's Space Program Manager,2014-10-31,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy,Simulation;Strategy;Space,279,68,0,308270
310110,NS2: Combat,2014-10-31,Multi-player;Steam Achievements;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Indie;RPG,Indie;Action;FPS,112,97,0,310110
209650,Call of Duty®: Advanced Warfare - Gold Edition,2014-11-03,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Dog;FPS;Action,13389,8379,267,209650
274940,Depth,2014-11-03,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor,Action;Indie,Action;Multiplayer;Gore,22385,3472,486,274940
250900,The Binding of Isaac: Rebirth,2014-11-04,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Indie;Replay Value;Rogue-like,72830,1840,3236,250900
273830,Aviator - Bush Pilot,2014-11-04,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Simulation,Action;Simulation;Flight,12,54,0,273830
313660,Alea Jacta Est,2014-11-04,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;Grand Strategy,53,21,0,313660
316160,Broken Sword 4 - the Angel of Death,2014-11-04,Single-player,Adventure,Adventure;Mystery;Point & Click,63,90,0,316160
326470,Space Warp,2014-11-04,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Indie;Racing,Indie;Racing;Action,27,10,0,326470
298160,Eldevin,2014-11-05,Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Casual;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer,1090,301,52,298160
328310,Logistics Company,2014-11-05,Single-player,Simulation,Simulation,29,55,0,328310
253290,FOTONICA,2014-11-06,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie,Indie;Action;First-Person,598,82,432,253290
322930,aerofly RC 7,2014-11-06,Single-player,Indie;Simulation,Simulation;Indie;Flight,59,22,0,322930
329620,Across the Rhine,2014-11-06,Single-player,Strategy,Strategy;World War II,11,10,0,329620
329630,Command HQ,2014-11-06,Single-player,Strategy,Strategy;Retro;1990's,32,1,0,329630
329640,Eradicator,2014-11-06,Single-player,Action,Action;FPS;Classic,45,6,0,329640
329650,NAM,2014-11-06,Single-player,Action,Action;FPS;Classic,144,46,6,329650
329670,Silent Service 2,2014-11-06,Single-player,Simulation,Simulation;Submarine;Classic,14,9,0,329670
329680,Task Force 1942: Surface Naval Action in the South Pacific,2014-11-06,Single-player,Simulation,Simulation;Naval;World War II,11,6,0,329680
294370,Crowntakers,2014-11-07,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Strategy;Indie,318,103,282,294370
298850,Millennium 5 - The Battle of the Millennium,2014-11-07,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;Adventure,21,12,0,298850
305740,Pitiri 1977,2014-11-07,Single-player;Steam Trading Cards;Includes level editor,Adventure;Indie;RPG,Adventure;Indie;RPG,56,42,0,305740
305960,Dragon: The Game,2014-11-07,Single-player;Multi-player,Action;Indie;RPG;Simulation;Early Access,Early Access;Dragons;RPG,311,352,0,305960
315540,The Joylancer: Legendary Motor Knight,2014-11-07,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,62,55,0,315540
319230,Gold Rush! Anniversary,2014-11-07,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;Strategy,Adventure;Indie;Strategy,98,68,381,319230
321080,Pirate Hell,2014-11-07,Single-player,Action;Adventure,Adventure;Action;Pirates,8,7,0,321080
323240,The World II: Hunting BOSS,2014-11-07,Single-player,Action;RPG,RPG;Action,30,33,0,323240
327410,A Bird Story,2014-11-07,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG,Indie;Story Rich;Great Soundtrack,5987,1147,476,327410
328100,Gunspell - Steam Edition,2014-11-07,Single-player,Adventure;Indie;RPG,Adventure;Indie;RPG,150,125,0,328100
331390,Winged Sakura: Mindy's Arc,2014-11-07,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;RPG;Strategy,Anime;Strategy;RPG,133,19,1262,331390
270830,Global ATC Simulator,2014-11-10,Single-player;Multi-player,Simulation,Simulation,28,25,0,270830
291170,Royal Defense,2014-11-10,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Strategy;Indie;Casual,138,50,345,291170
293440,Elliot Quest,2014-11-10,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Adventure;Indie;RPG,Action;Adventure;Indie,113,37,163,293440
294020,Merchants of Kaidan,2014-11-10,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Indie;RPG;Simulation;Strategy,Strategy;Trading;Simulation,297,142,383,294020
296510,Magnetic By Nature,2014-11-10,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Adventure;Indie,Action;Adventure;Indie,53,21,128,296510
324420,Desert Ashes,2014-11-10,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Turn-Based,40,31,214,324420
332800,Five Nights at Freddy's 2,2014-11-10,Single-player,Indie,Horror;Singleplayer;Survival Horror,8032,851,118,332800
204630,Retro City Rampage™ DX,2014-11-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;Racing,Action;Open World;Retro,2005,243,629,204630
260410,Get Off My Lawn!,2014-11-11,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Casual;Indie,1135,397,8,260410
287260,Toybox Turbos,2014-11-11,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud;Steam Leaderboards,Racing,Racing;Multiplayer;Local Multiplayer,889,160,221,287260
294860,Valkyria Chronicles™,2014-11-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG;Strategy,Anime;Strategy;Turn-Based,8862,838,1068,294860
305880,Leona's Tricky Adventures,2014-11-11,Single-player;Partial Controller Support;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,24,3,0,305880
313690,LEGO® Batman™ 3: Beyond Gotham,2014-11-11,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,LEGO;Batman;Adventure,2269,375,672,313690
320150,Deadlings: Rotten Edition,2014-11-11,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,225,47,217,320150
330470,Over The Void,2014-11-11,Single-player;Steam Trading Cards,Indie,Indie;Psychedelic;Abstract,112,51,0,330470
259410,Sneaky Sneaky,2014-11-12,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;RPG;Strategy,Strategy;Casual;RPG,234,28,82,259410
314810,Randal's Monday,2014-11-12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie;Point & Click,637,199,13,314810
317620,Space Hulk: Ascension,2014-11-12,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,RPG;Strategy,Strategy;Warhammer 40K;Turn-Based Tactics,508,212,225,317620
319450,Chariot,2014-11-12,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Adventure;Indie,Adventure;Indie;Local Co-Op,172,44,28,319450
327150,Deadstone,2014-11-12,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;RPG;Strategy,Action;RPG;Indie,39,12,0,327150
331510,Amphora,2014-11-12,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Puzzle;Adventure,122,26,0,331510
298930,Darkness Within 1: In Pursuit of Loath Nolder,2014-11-13,Single-player;Steam Achievements,Adventure;Indie,Adventure;Horror;Lovecraftian,275,86,0,298930
312420,Hell,2014-11-13,Single-player;Multi-player;Includes level editor,Strategy,Strategy;Demons;Fantasy,23,19,290,312420
324750,StuntMANIA Reloaded,2014-11-13,Single-player;Steam Achievements;Full controller support,Adventure;Casual;Racing,Racing;Casual;Adventure,45,36,0,324750
331290,Miko Gakkou: Second Year,2014-11-13,Single-player;Full controller support,Action;Indie,Action;Indie;Anime,12,3,0,331290
282070,This War of Mine,2014-11-14,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Indie;Simulation,Survival;War;Atmospheric,47258,2571,347,282070
296570,Lords of Xulima,2014-11-14,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards,RPG,RPG;Turn-Based;Indie,770,160,0,296570
316600,QP Shooting - Dangerous!!,2014-11-14,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Bullet Hell;Shoot 'Em Up;Anime,349,27,221,316600
321560,The Sun and Moon,2014-11-14,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie,Indie;Action;Platformer,122,19,0,321560
325420,Homebrew - Patent Unknown,2014-11-14,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Workshop;Partial Controller Support,Action;Indie;Racing;Simulation;Early Access,Early Access;Sandbox;Simulation,591,184,0,325420
326590,Cinemaware Anthology: 1986-1991,2014-11-14,Single-player;Partial Controller Support,Action;Simulation;Sports;Strategy,Strategy;Action;Simulation,44,14,0,326590
326730,Whisper of a Rose,2014-11-14,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;RPGMaker,37,39,105,326730
328600,Frozen Synapse Prime,2014-11-14,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Strategy,Strategy;Turn-Based;Turn-Based Strategy,189,103,0,328600
328680,Crab Cakes Rescue,2014-11-14,Single-player;Steam Trading Cards;Steam Leaderboards,Casual;Indie,Indie;Casual,35,22,341,328680
331920,Airline Tycoon Deluxe,2014-11-14,Single-player,Simulation,Simulation;Management;Retro,155,63,0,331920
332360,Spriter Pro,2014-11-14,Steam Trading Cards,Animation & Modeling;Design & Illustration;Utilities,Animation & Modeling;Design & Illustration;Utilities,208,55,0,332360
262470,Rollers of the Realm,2014-11-18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG,Pinball;RPG;Puzzle,442,48,172,262470
273850,Ski-World Simulator,2014-11-18,Single-player;Multi-player;Steam Cloud,Simulation,Simulation,9,38,0,273850
289950,Construction Simulator 2015,2014-11-18,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,Casual;Simulation,Simulation;Building;Multiplayer,2519,882,396,289950
295790,Never Alone (Kisima Ingitchuna),2014-11-18,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Indie;Platformer;Local Co-Op,5175,1224,317,295790
297310,Pro Wrestling X,2014-11-18,Single-player;Partial Controller Support,Action;Indie;Sports;Early Access,Early Access;Wrestling;Action,98,57,0,297310
302010,The Blue Flamingo,2014-11-18,Single-player;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Indie;Action;Shoot 'Em Up,257,293,234,302010
317950,KEL Reaper of Entropy,2014-11-18,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure;RPG,23,21,0,317950
328270,Leviathan: The Last Day of the Decade,2014-11-18,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Visual Novel;Adventure;Story Rich,462,105,0,328270
330680,Solar Struggle,2014-11-18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Arcade,4,18,0,330680
259470,Particulars,2014-11-19,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie,Indie;Puzzle;Physics,55,25,206,259470
269530,Voice of Pripyat,2014-11-19,Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Indie;Massively Multiplayer;Early Access,Early Access;Shooter;Action,35,49,0,269530
303690,FATE: The Cursed King,2014-11-19,Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,RPG;Adventure;Action,134,35,370,303690
306020,Bloons TD 5,2014-11-19,Single-player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Strategy,Tower Defense;Strategy;Co-op,3808,347,1127,306020
310880,Basketball Pro Management 2015,2014-11-19,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Sports;Strategy,Sports;Strategy;Simulation,24,38,0,310880
330350,Robotex,2014-11-19,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Casual;Indie,286,609,137,330350
331470,Everlasting Summer,2014-11-19,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Casual;Free to Play;Indie,Visual Novel;Free to Play;Story Rich,31230,1538,98,331470
226560,Escape Dead Island,2014-11-20,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure,Zombies;Adventure;Survival,549,383,0,226560
253510,WARMACHINE: Tactics,2014-11-20,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Indie;Strategy,Strategy;Turn-Based;Turn-Based Strategy,459,560,273,253510
256030,Shadows: Heretic Kingdoms,2014-11-20,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Indie;RPG,RPG;Hack and Slash;Story Rich,227,135,0,256030
310640,European Fishing,2014-11-20,Single-player,Simulation,Simulation;Fishing,4,22,0,310640
326150,Death Skid Marks,2014-11-20,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG,Indie;Action;RPG,513,43,0,326150
327310,The Marvellous Miss Take,2014-11-20,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Casual;Indie,Stealth;Female Protagonist;Indie,235,46,510,327310
328640,Rock Zombie,2014-11-20,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,21,16,0,328640
329110,Gems of War - Puzzle RPG,2014-11-20,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Free to Play;RPG;Strategy,Free to Play;Match 3;RPG,3198,988,700,329110
330460,Celestial Command,2014-11-20,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Cloud,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Simulation;Space,261,68,0,330460
332490,Battle Fleet 2,2014-11-20,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Leaderboards,Simulation;Strategy,Strategy;Simulation;Naval,213,65,0,332490
333220,Cherry Tree High I! My! Girls!,2014-11-20,Single-player;Steam Trading Cards;Partial Controller Support,Indie,Indie;Visual Novel;Adventure,102,42,415,333220
227160,Kinetic Void,2014-11-21,Single-player;Steam Trading Cards;Steam Workshop,Action;Indie;Simulation,Space;Simulation;Indie,298,1138,33,227160
263480,Final Rush,2014-11-21,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Indie;Action;FPS,74,79,0,263480
292480,Magical Battle Festa,2014-11-21,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie,Anime;Action;Indie,217,107,281,292480
293340,The Good Life,2014-11-21,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Casual;Indie;Simulation,Indie;Simulation;Casual,66,58,0,293340
321490,MotoGP™14 Compact,2014-11-21,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,19,38,0,321490
325180,AppGameKit: Easy Game Development,2014-11-21,Steam Workshop,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Web Publishing,Game Development;Software Training;Utilities,225,27,1,325180
327010,Motorama,2014-11-21,Single-player;Steam Achievements;Partial Controller Support,Action;Racing,Racing;Action;Simulation,116,210,0,327010
330720,Flashpoint Campaigns: Red Storm Player's Edition,2014-11-21,Single-player;Multi-player,Strategy,Strategy;Wargame;Cold War,117,11,0,330720
331120,Passing Pineview Forest,2014-11-21,Single-player;VR Support,Action;Adventure;Indie,Horror;Free to Play;Adventure,1100,530,1,331120
332570,Amazing Frog?,2014-11-21,Single-player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud,Adventure;Indie;Early Access,Early Access;Funny;Open World,1514,242,757,332570
248390,Craft The World,2014-11-24,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;RPG;Simulation;Strategy,Sandbox;Crafting;Survival,6946,984,3010,248390
326480,If My Heart Had Wings,2014-11-24,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Simulation,Anime;Visual Novel;Nudity,2780,219,784,326480
327370,Brink of Consciousness: The Lonely Hearts Murders,2014-11-24,Single-player,Casual,Casual;Hidden Object;Point & Click,85,13,0,327370
328880,Space Legends: At the Edge of the Universe,2014-11-24,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,49,59,0,328880
331400,Luna: Shattered Hearts: Episode 1,2014-11-24,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG,RPG;Adventure;Indie,10,37,74,331400
332810,Midnight Mysteries: Witches of Abraham - Collector's Edition,2014-11-24,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,22,7,0,332810
230310,Akaneiro: Demon Hunters,2014-11-25,Single-player;Steam Trading Cards,Action;Free to Play;Indie;RPG,RPG;Action;Indie,114,207,0,230310
310790,Geometry Wars™ 3: Dimensions Evolved,2014-11-25,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action,Action;Arcade;Twin Stick Shooter,910,100,2,310790
319210,Space Salvager,2014-11-25,Single-player;Shared/Split Screen;Full controller support,Adventure;Indie;RPG,Adventure;RPG;Indie,9,14,0,319210
326720,Instant Dungeon!,2014-11-25,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Arcade,139,23,0,326720
330830,Tales from the Borderlands,2014-11-25,Single-player;Steam Achievements;Full controller support,Adventure,Comedy;Adventure;Story Rich,14338,697,518,330830
333870,Feel-A-Maze,2014-11-25,Single-player;Steam Achievements,Indie,Indie;Arcade;Casual,85,19,0,333870
334710,Ilamentia,2014-11-25,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie,Indie;Puzzle;First-Person,54,21,0,334710
257260,Inherit the Earth: Quest for the Orb,2014-11-26,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,61,4,3,257260
266980,The Labyrinth of Time,2014-11-26,Single-player,Adventure,Adventure;Point & Click;First-Person,4,2,0,266980
273860,Snowcat Simulator,2014-11-26,Single-player;Multi-player;Steam Cloud,Simulation,Simulation;Snow,10,27,0,273860
312370,"Warhammer 40,000: Armageddon",2014-11-26,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Includes level editor,Strategy,Warhammer 40K;Strategy;Turn-Based Tactics,458,128,0,312370
314210,Tesla Breaks the World!,2014-11-26,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie;Platformer,6,38,65,314210
279440,Joe Dever's Lone Wolf HD Remastered,2014-11-27,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,392,131,0,279440
303800,The Witcher Adventure Game,2014-11-27,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Leaderboards,Adventure;Strategy,Board Game;Strategy;Adventure,638,172,27,303800
303830,Motorcycle Club,2014-11-28,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Racing,Racing,16,52,0,303830
315080,Foresight,2014-11-28,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Indie;RTS,36,7,333,315080
318530,Wings of Vi,2014-11-28,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie,Difficult;Platformer;Female Protagonist,826,156,143,318530
321660,Mining Industry Simulator,2014-11-28,Single-player;Steam Achievements,Simulation,Simulation;Mining,18,46,0,321660
331910,Beach Resort Simulator,2014-11-28,Single-player;Steam Achievements,Simulation,Simulation;Management,14,29,0,331910
298110,Far Cry® 4,2014-12-01,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure,Open World;Action;FPS,17082,4740,977,298110
314300,CubeZ,2014-12-01,Multi-player;Partial Controller Support,Action;Adventure;Casual;Indie;Early Access,Early Access;Indie;Adventure,14,34,0,314300
333540,Neocolonialism,2014-12-01,Single-player;Multi-player,Indie;Simulation;Strategy,Strategy;Indie;Simulation,19,15,83,333540
335210,Rift's Cave,2014-12-01,Single-player;Full controller support;VR Support,Adventure;Indie;Early Access,Early Access;Adventure;Indie,11,15,0,335210
205020,Lumino City,2014-12-02,Single-player,Adventure;Casual;Indie,Indie;Adventure;Casual,928,117,29,205020
320400,Magnifico,2014-12-02,Single-player;Steam Trading Cards,Casual;Strategy,Strategy;Casual;Board Game,64,47,6,320400
288670,Myths Of Orion: Light From The North,2014-12-03,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,21,5,0,288670
297350,The Old City: Leviathan,2014-12-03,Single-player;Partial Controller Support,Adventure;Indie,Adventure;Walking Simulator;Exploration,451,169,0,297350
324080,Rising World,2014-12-03,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Cloud,Action;Adventure;Indie;RPG;Early Access,Early Access;Survival;Open World,2557,605,0,324080
328500,Potatoman Seeks the Troof,2014-12-03,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie,Indie;Platformer;Pixel Graphics,398,142,365,328500
328830,Rugby Union Team Manager 2015,2014-12-03,Single-player;Includes level editor,Action;Casual;Simulation;Sports;Strategy,Strategy;Action;Casual,45,34,0,328830
332710,1Quest,2014-12-03,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;RPG,RPG;Indie;Rogue-like,82,67,55,332710
336010,MXGP - The Official Motocross Videogame Compact,2014-12-03,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,54,27,0,336010
239840,Dead State: Reanimated,2014-12-04,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy,Zombies;Survival;RPG,1405,526,1264,239840
244770,StarMade,2014-12-04,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Partial Controller Support;Stats,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Space;Sandbox,1852,772,2998,244770
250560,Fight The Dragon,2014-12-04,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Indie;RPG,RPG;Indie;Hack and Slash,1004,256,300,250560
310460,Corto Maltese - Secrets of Venice,2014-12-04,Single-player;Steam Achievements;Steam Trading Cards,Adventure,Adventure;Point & Click;Comic Book,6,21,0,310460
314220,Bombing Bastards,2014-12-04,Single-player;Multi-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Arcade,69,43,0,314220
315320,Skilltree Saga,2014-12-04,Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG,RPG;Casual;Adventure,48,101,0,315320
